web-scraper-order,web-scraper-start-url,Pagination,Title,Comment Pagination,Comment,Comment Link,Comment Link-href
"1679815281-201","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1076370/chapter-27-exterminators","Chapter 27 - Exterminators","","<p>It is what it is ¯\_(ツ)_/¯</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1076370?comment=7663196#comment-7663196"
"1679815281-202","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1076370/chapter-27-exterminators","Chapter 27 - Exterminators","","<p>Simply because this harmless 'haunting' is an innate ability of specters as a whole rather than one granted by the skill :)</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1076370?comment=7663262#comment-7663262"
"1679815281-203","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1076370/chapter-27-exterminators","Chapter 27 - Exterminators","","<p>ψ( ` ∇ ´ )ψ</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1076370?comment=7663361#comment-7663361"
"1679815281-204","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1076370/chapter-27-exterminators","Chapter 27 - Exterminators","","<p>Though there is quite a large difference in size between the two, Sofia may be exaggerating, a tiny little bit (๑&gt;؂•̀๑)</p>
<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">Thank you for reading, and thank you very very much for all the edits again! Always a great help (⁠っ⁠.⁠❛⁠ ⁠ᴗ⁠ ⁠❛⁠.⁠)⁠っ &lt;3</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1076370?comment=7663433#comment-7663433"
"1679815281-205","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1076370/chapter-27-exterminators","Chapter 27 - Exterminators","","<p>Under the armor, nobody knows what you're wearing ;)</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1076370?comment=7664764#comment-7664764"
"1679815281-206","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1076370/chapter-27-exterminators","Chapter 27 - Exterminators","","<p>Believe me, I'd like to post more of it faster as well, but that would require me to either grow a second brain, or to find 6 extra hours after the first 24 every day. Thanks for reading! (｀• ω •´)ｂ</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1076370?comment=7665962#comment-7665962"
"1679815281-207","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1076370/chapter-27-exterminators","Chapter 27 - Exterminators","","<p>Interesting topic. There's some translation shenanigans going on with how her speech pattern isn't epoch apropriate for sure. But the issues you point out aren't from this. In my eyes they aren't even issues.</p>
<p>Alith is written as someone who exceptionnaly quick to take decision, learn, and to adapt to new things. And she's aleeady been around Sofia for quite a while. Talking to her all the time, asking questions 'offscreen', and otherwise being exposed to both the system and the undead, since Pareth is an integral part of the group.</p>
<p>So this is how her saying these things happen.</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1076370?comment=7667940#comment-7667940"
"1679815281-208","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1076370/chapter-27-exterminators","Chapter 27 - Exterminators","","<p>Guess what happens if you behead Pareth, store the body, then heal the remaining skull back to full health? You get infinite bones. <img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Gentleman001-min-AABA64k8Xgw=.png""></p>","1 month  ago","https://www.royalroad.com/fiction/chapter/1076370?comment=7864829#comment-7864829"
"1679815281-209","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1076370/chapter-27-exterminators","Chapter 27 - Exterminators","","<p>So it's kinda hard to spot but you can tell because she was told in the beginning to train [Summon  hero] even without the mana to cast it that system a skill you don't fully cast disapears. So it's all or nothing.</p>
<p>And the walls surrounding the city are smooth and taller than the highest buildongs so...</p>
<p>Thanks for reading <img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_EyeSparkles001-min-AAAAxl48Xgw=.png""></p>
<p>&nbsp;</p>","1 month  ago","https://www.royalroad.com/fiction/chapter/1076370?comment=7887604#comment-7887604"
"1679815368-210","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077139/chapter-28-drakron","Chapter 28 - Drakron","","<p>I thought it was obvious but I guess I was a bit unclear. Fixed it, obviously she used it on the guard! <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077139?comment=7669221#comment-7669221"
"1679815368-211","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077139/chapter-28-drakron","Chapter 28 - Drakron","","<p>It is quite rare. It would still be a huge problem if she showed up as a necromancer. For a Saint though? Just don't tread near the other religions and you'll be fine... surely...</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077139?comment=7669264#comment-7669264"
"1679815368-212","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077139/chapter-28-drakron","Chapter 28 - Drakron","","<p>Class is Saintomancer, but as far as the system is concerned, that falls under the Saint category.</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077139?comment=7671791#comment-7671791"
"1679815368-213","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077139/chapter-28-drakron","Chapter 28 - Drakron","","<p>I don't really get why you'd be fine with the system instantly teaching the same otherwordly new language to every summoned person and then draw the line at 'they don't talk how people used to back then'. If alith ever references something that didn't exist in her time do let me know though, different issue. And about the relationship feeling forced... idk sometimes it's like that, I see how  you could find it weird but at the same time, what isn't, in relationships. I just don't have time to expand on it too much</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077139?comment=7721907#comment-7721907"
"1679815368-214","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077139/chapter-28-drakron","Chapter 28 - Drakron","","<p>Hmm yeah I see what you mean now. Tbh an example like this is a lot more helpful to me than what you said before to understand what's what. I'll use the not native english card to explain where that kind of stuff comes from. I'll look into it (╭ರ ᴥ•́ )</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077139?comment=7722342#comment-7722342"
"1679815512-215","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077238/chapter-29-monster","Chapter 29 - Monster","","<p>Since Sofia mentioned it, he accounted for the skill possibly leveling up ;)</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077238?comment=7670168#comment-7670168"
"1679815512-216","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077238/chapter-29-monster","Chapter 29 - Monster","","<p>If possible, but he wouldn't mind if he only gets 800L, he can always adjust the pay. Even though as a whole it can be seen that he's not too worried about money either way.</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077238?comment=7670320#comment-7670320"
"1679815512-217","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077238/chapter-29-monster","Chapter 29 - Monster","","<p>The question is, do you want to be the one to try flagging that random, possibly high level and rich adventurer that's allowed to stroll through town in full armor?</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077238?comment=7672288#comment-7672288"
"1679815512-218","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077238/chapter-29-monster","Chapter 29 - Monster","","<p>She hadn't learned [Identify] back then. And then they didn't want to go back. This will all come back later though ;)</p>
<p>Edit: I'm dumb, she did have it actually, just never thought of using it again until reaching Drakron I think. Getting confused in my own timeline now ( 〃．．) I think I need more sleep</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077238?comment=7672861#comment-7672861"
"1679815512-219","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077238/chapter-29-monster","Chapter 29 - Monster","","<p>I will need a second set of arms and a replacement brain to become physically able to fulfill this request (꒪;꒫꒪;)</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077238?comment=7672885#comment-7672885"
"1679815512-220","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077238/chapter-29-monster","Chapter 29 - Monster","","<p>Damn all these pesky Japanese teenagers with hair covering their eyes!</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077238?comment=7725894#comment-7725894"
"1679815674-221","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077885/chapter-30-adventurer-guild","Chapter 30 - Adventurer guild","","<p>Yeah this was an obligatory staple. I'm diligently checking all the tropes one by one, all I need now is a beach episode (｀∀´)</p>
<p>Thanks for reading! <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077885?comment=7676115#comment-7676115"
"1679815674-222","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077885/chapter-30-adventurer-guild","Chapter 30 - Adventurer guild","","<p>Very true, but alas, how could the guildmaster know? Saints that summon undead aren't exactly common <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077885?comment=7676276#comment-7676276"
"1679815674-223","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077885/chapter-30-adventurer-guild","Chapter 30 - Adventurer guild","","<p>I didn't think everyone would feel so strongly about it. That only makes it all better Ψ( ｀▽ ´ )Ψ</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077885?comment=7677892#comment-7677892"
"1679815674-224","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077885/chapter-30-adventurer-guild","Chapter 30 - Adventurer guild","","<p><img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Approval001 (1)-min-AACAHCk7Xgw=.png""></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077885?comment=7775220#comment-7775220"
"1679815674-225","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077885/chapter-30-adventurer-guild","Chapter 30 - Adventurer guild","","<p>That is a good idea actually. May happen if I have time after writing today <img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Gentleman001-min-AABA64k8Xgw=.png""></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077885?comment=7796196#comment-7796196"
"1679815674-226","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1077885/chapter-30-adventurer-guild","Chapter 30 - Adventurer guild","","<p>you read wrong, she's clearly a rabbit, not an ass, though donkeys are nice too <img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Laughing002-min-AABAgxA9Xgw=.png""></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1077885?comment=7808228#comment-7808228"
"1679815819-227","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>Spot on.</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7678724#comment-7678724"
"1679815819-228","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>The very same guy.</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7678782#comment-7678782"
"1679815819-229","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>Well, Kuli's personality is very 'hit first, ask questions later', which is also why most people are scared of her, like the receptionist. Though she means well, her methods are... questionable. Besides, you cannot reach such a high level if you're not somewhat 'special'. In whatever meaning of the word.</p>
<p>As for the summoning, I feel like I can talk a bit more about it now. It depends on a few things. For Alith, the magic and system tried really hard to fit the description, however it could, summoning a dead young woman. In most cases though... nothing in [Summon Hero] dictates what kind of 'Hero' that may be...</p>
<p>They are not carefully selected is what I'm working toward to saying. As this chapter somewhat showcases.</p>
<p>There is a reason for this, but I will not spoil.</p>
<p>&nbsp;</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7678886#comment-7678886"
"1679815819-230","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>You are entitled to your own opinions but I will have to respectfully disagree with all of them <span style=""font-weight: 400""> ¯\_(ツ)_/¯</span></p>
<p><span style=""font-weight: 400"">I will ask that you tone it down though. I would like for the comment section to be a nice place for everyone to talk and not for imposing your view of things. </span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7679633#comment-7679633"
"1679815819-231","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>No worries,</p>
<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">The setting is what it is, you need a <span style=""text-decoration: underline"">very</span> strong drive to reach a high level, and so it's not just anyone that can get there, which doesn't mean you have to be a completely messed up nutcase, though some are. And despite that, the world can be how it is, there are other powers at play in that, the system for example is one of them. And positions like the guildmaster's have much more to them than merely managing a place for adventurers or things like that. Be it political and public influence, knowledge, connections, strength... And for most of them, these will be roles they built themselves. </span></span></p>
<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">Anyway, with how little we have seen of these strong people yet, I wouldn't blame anyone for misunderstanding how they are. Just know that wherever they are, whatever they do, these are powerhouses of the human world, and it's unlikely you could ever guess their whole reasoning when they do something.</span></span></p>
<p><span style=""font-size: 0.9em""><span style=""font-weight: 400""> (｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7679845#comment-7679845"
"1679815819-232","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>You have a point, but the first part has to be the slavery one imo. Maybe I'll think about adding elements to make it clearer that it's on Earth to it instead. Although the ambiguity maybe isn't that big of a deal since it's pretty obvious what's going on afterwards.</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7678909#comment-7678909"
"1679815819-233","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p><img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Eating001-min-AADA50Q8Xgw=.png""></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7679601#comment-7679601"
"1679815819-234","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>Notice how the last section is quite vague? These are all different events. You only summon one hero at once. These summons don't even all come from the same country.</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7679870#comment-7679870"
"1679815819-235","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>I get where you're coming from but this really wouldn't do a good job at representing what most of the story actually is about.</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7679863#comment-7679863"
"1679815819-236","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>Thanks for reading<span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>
<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">Yep, might be a bit confusing, oh well. Sacrifices have been made.</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7679997#comment-7679997"
"1679815819-237","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>Compulsion? no. Stronger people keeping tabs on them? absolutely</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7681912#comment-7681912"
"1679815819-238","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p><span style=""font-weight: 400"">Some readers here have a lot of trouble understanding how little they know about the characters and the world yet is what this whole thing feels like to me. That and forgetting that real life, and people's actions, aren't always a perfectly planned thing that makes sense.</span></p>
<p><span style=""font-weight: 400"">Either way, what I mean is, do I know how Sofia would react better or do you? ¯\_(ツ)_/¯</span></p>
<p><span style=""font-weight: 400"">Some things will 100% make less sense in the future. People are like this.</span></p>
<p><span style=""font-weight: 400"">Thanks for reading though <span style=""font-size: 0.9em"">(｀• ω •´)</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7683503#comment-7683503"
"1679815819-239","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p><img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_EyeSparkles001-min-AAAAxl48Xgw=.png""></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7685978#comment-7685978"
"1679815819-240","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7683513#comment-7683513"
"1679815819-241","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078275/extra-2-slaves","Extra 2 - Slaves","","<p>Well, I'd give an in world explanation, perhaps there is one, but mostly it's because it's easier to write <img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Laughing002-min-AABAgxA9Xgw=.png""></p>
<p>For real, people are so nit-picky with history, and I'm no historian...</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078275?comment=7761230#comment-7761230"
"1679815961-242","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078805/chapter-31-filters","Chapter 31 - Filters","","<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">Because you can't talk about it doesn't mean you can't find out. You know who has no qualms giving away hints at the deep? The system ;)</span></span></p>
<p>Thanks for the edit and thanks for reading <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)ｂ</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078805?comment=7683215#comment-7683215"
"1679815961-243","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078805/chapter-31-filters","Chapter 31 - Filters","","<p>And that's fine, it would be weirder if everyone liked every character. <span style=""font-size: 0.9em""><span style=""font-weight: 400"">(｀• ω •´)</span></span></p>
<p><span style=""font-size: 0.9em""><span style=""font-weight: 400"">Thanks for reading!</span></span></p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078805?comment=7683107#comment-7683107"
"1679815961-244","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078805/chapter-31-filters","Chapter 31 - Filters","","<p>I have been summoned again (｀∀´)Ψ</p>
<p>Let's see what opinions I have to argue about this time...</p>
<blockquote>
<p>she hasn't shown a hint of regret</p>
</blockquote>
<p>Yeah why would she? She did what she wanted to do. People dramatize the soul slap like it was some kind of ungodly torture but this is coming from a person who has killed more than she can count, she's far past being devastated at inflicting some harm. She's sorry that it hurt more than intended but that's it.</p>
<blockquote>
<p>I also don't understand what difference it will make to show what it feels like to any other saint it's not like they have an opinion on when to summon heroes</p>
</blockquote>
<p>But they do? Not every country and religion treat their saints like the Church does. And Sofia at the moment is also free to chose whether to summon or not, technically... The guildmaster isn't going around doing that to the Saints that are imprisoned, it's because they're free that she feels she needs to 'teach' them...</p>
<p><img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Gentleman001-min-AABA64k8Xgw=.png""></p>","25 days  ago","https://www.royalroad.com/fiction/chapter/1078805?comment=8075789#comment-8075789"
"1679815961-245","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078805/chapter-31-filters","Chapter 31 - Filters","","<p>Oh you fully have the right to dislike her for what she's done <img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Giggle001-min-AADAA6Q8Xgw=.png""></p>
<p>I'm just tired of having to explain that what she did was perfectly logical from her perspective is all, but she did what she did <img src=""https://www.royalroadcdn.com/public/smilies/PenguinGirlEmoticon_Eating001-min-AADA50Q8Xgw=.png""></p>","25 days  ago","https://www.royalroad.com/fiction/chapter/1078805?comment=8075912#comment-8075912"
"1679815961-246","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078805/chapter-31-filters","Chapter 31 - Filters","","<p>Is it a morally twisted way to get a message across? By today's standard, for sure.</p>
<p>Is it punishing someone that was enslaved and forced to summon heroes? Not really. By the guildmaster's information :</p>
<p>1- Sofia didn't summon anyone during her stay at the church 2- She summoned two Heroes in the meantime 3- Sofia is not currently enslaved.</p>
<p>So she's a 'free' saint, currently summoning heroes left and right, two in a month. Whether she needed to do so to survive isn't even an argument, she summoned them. Since she is willingly summoning Heroes, she must know what it really is. Hence the 'lesson'.</p>
<p>And finally, she probably knows best if it works or not, she's been around for a really long time if she has seen many saints come by.</p>
<p>Now, I'm not saying you should like her for it or anything like that, she did what she did. But it's all a question of perspective, she's centuries old, far past being stupid.</p>
<p>I just find it weird how hard it is for some people to understand that there's more to this than 'she punished someone who was already a victim wtf', who knew a soul slap could cause that much debate, you're in for a ride, people, this isn't even one of the bad actors of this world ¯\_(ツ)_/¯</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078805?comment=7690631#comment-7690631"
"1679815961-247","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078805/chapter-31-filters","Chapter 31 - Filters","","<p>She's only wrong because the system broke, I don't think that should be a part of anyone's assessment of her actions, to the people of this world the system not working properly is not something that can happen. I'm not even taken aback at people rejecting her thinking, just that would be whatever, I'm surprised at the sheer size and violence of that hatred.</p>
<p>I'm human too, mate, seeing people write page long essays about why I'm a stupid bum for writing a character like that is never something I, or any other author should have to expect or accept. This comment section made me feel like I was the one that somehow punched their family instead seeing how some readers reacted.</p>
<p>And final point: this ain't the real world. I made it up. Crazy, I know.</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078805?comment=7690891#comment-7690891"
"1679815961-248","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1066845/chapter-1-un-holy-beginning","https://www.royalroad.com/fiction/62087/saintess-summons-skeletons/chapter/1078805/chapter-31-filters","Chapter 31 - Filters","","<p>(´,,•ω•,,)♡</p>","2 months  ago","https://www.royalroad.com/fiction/chapter/1078805?comment=7691001#comment-7691001"
